ISBN_10,author,book_type,discounted_price,no_of_pages,original_price,published_date,publisher,title_of_book
9780748109784,Rupert Everett,eBook,,416,$12.99,2008-09-04,ePUB,Red Carpets And Other Banana Skins 
9780964729292,William P. Young,eBook,,300,$19.99,2008-06-20,ePUB,The Shack 
9780141929125,Bernard Cornwell,eBook,,496,$15.99,2007-11-01,ePUB,Enemy of God A Novel of Arthur
9780061909641,Michael Grant,eBook,,576,$9.99,2009-05-19,ePUB,Gone 
9780743218306,David McCullough,eBook,,448,$12.99,2007-05-31,ePUB,"Mornings on Horseback The Story of an Extraordinary Family, a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt"
9780141364025,Rick Riordan,eBook,,528,$9.99,2018-05-01,ePUB,The Burning Maze (The Trials of Apollo Book 3) 
9780141925165,Gervase Phinn,eBook,,288,$14.99,2000-01-01,ePUB,The Other Side of the Dale 
9780755387120,James Patterson,eBook,,321,$12.99,2011-04-28,ePUB,Cross 
9780547807683,"Oliver Potzsch,Lee Chadeayne",Paperback with Flaps on Inside & Back Covers,,463,$37.67,2012-06-12,Paperback with Flaps on Inside & Back Covers,The Dark Monk A Hangman's Daughter Tale
9780141966731,Toni Maguire,eBook,,288,$14.99,2011-07-07,ePUB,Can't Anyone Help Me? 
9780241339732,Audre Lorde,eBook,,64,$1.99,2018-05-31,ePUB,The Master's Tools Will Never Dismantle the Master's House 
9780830839629,Ben Witherington Ii,Paperback,,159,$32.96,2012-03-30,Paperback,A Week in the Life of Corinth 
9780141971568,Anne Fine,eBook,,64,$9.99,2011-03-03,ePUB,The Diary of a Killer Cat 
9781101032343,Gregory A. Freeman,eBook,$19.99,336,$23.99,2008-09-02,ePUB,The Forgotten 500 The Untold Story of the Men Who Risked All for the GreatestRescue Mission of World War II
9780748115365,Robert Jordan,eBook,,704,$12.99,2009-12-15,ePUB,The Dragon Reborn Wheel of Time: Book 3
9780755348367,Simon Scarrow,Paperback,,533,$20.40,2008-08-01,Paperback,Centurion Rebellion Threatens The Roman Empire
9780486817316,Charles Darwin,Paperback,$28.50,416,$34.99,2018-03-01,Paperback,The Expression of the Emotions in Man and Animal 
9780281064649,Tom Wright,eBook,$13.99,256,$17.04,2011-11-15,ePUB,Revelation for Everyone 
9781409015369,"Angela Carter,Helen Simpson",eBook,,176,$15.99,2012-10-31,ePUB,The Bloody Chamber and Other Stories 
9780141967554,Rick Riordan,eBook,,544,$9.99,2011-10-04,ePUB,The Son of Neptune (Heroes of Olympus Book 2) 
9780008139483,Bernard Cornwell,Paperback,$20.40,432,$22.99,2015-09-21,Paperback,The Pale Horseman [TV Tie-in Edition] 
9780571246021,Michael Dibdin,eBook,$11.99,384,$13.19,2008-09-04,ePUB,Medusa 
9780141970172,Susan Cain,eBook,,352,$14.99,2012-03-29,ePUB,Quiet The Power of Introverts in a World That Can't Stop Talking
9781407031088,Catherine McCall,eBook,,288,$19.99,2010-04-01,ePUB,Never Tell A True Story of Overcoming a Terrifying Childhood
9780748114368,Clive Cussler,eBook,,384,$11.99,2009-09-17,ePUB,Night Probe! 
9780241979785,William Boyd,eBook,,296,$15.99,2018-09-20,ePUB,Love is Blind 
9781101609644,Jennifer Chiaverini,eBook,$20.99,352,$25.70,2013-01-15,ePUB,Mrs. Lincoln's Dressmaker A Novel
9781846276842,"Sayaka Murata,Ginny Tapley Takemori",Paperback,$20.35,176,$22.99,2019-06-03,Paperback,Convenience Store Woman 
9781407044873,Malorie Blackman,eBook,,448,$9.99,2008-12-29,ePUB,Double Cross Book 4
9780857870216,Dan Abnett,eBook,,,$13.99,2014-04-24,Format,Horus Rising Horus Heresy : Book 1
9780765397522,Martha Wells,eBook,$5.99,,$6.22,2017-05-02,Format,All Systems Red The Murderbot Diaries
9780752883649,Ian Rankin,Paperback,$20.40,512,$22.99,2008-10-01,Paperback,The Falls Inspector Rebus : Book 12
9780544340688,Lois Lowry,Paperback,,256,$22.75,2014-07-01,Paperback,The Giver (Movie Tie-In Edition) The Giver Quartet: Book 1
9780718186838,C. F. Iggulden,eBook,,384,$15.99,2019-08-08,ePUB,The Sword Saint Empire of Salt Book III
9780761163985,"Arielle Eckstut,David Henry Sterry",eBook,,544,$23.99,2010-11-11,ePUB,"The Essential Guide to Getting Your Book Published How to Write It, Sell It, and Market It . . . Successfully"
9780857894823,Robert Fabbri,eBook,,300,$3.99,2011-05-01,ePUB,Tribune of Rome VESPASIAN I
9781405513487,Patricia Briggs,eBook,,352,$11.99,2014-03-11,ePUB,Night Broken Mercy Thompson: Book 8
9781101965375,Michael J. Sullivan,eBook,$11.99,,$14.66,2017-07-25,Format,Age of Swords Book Two of The Legends of the First Empire
9780241355237,David Wallace-Wells,eBook,,208,$15.99,2019-02-19,ePUB,The Uninhabitable Earth A Story of the Future
9780465028252,Iris Chang,eBook,,360,$13.99,2014-03-11,ePUB,The Rape of Nanking The Forgotten Holocaust of World War II
9780241985557,Elizabeth Strout,eBook,,272,$15.99,2019-10-31,ePUB,"Olive, Again From the Pulitzer Prize-winning author of Olive Kitteridge"
9781405927642,"Clive Cussler,Dirk Cussler",eBook,,480,$15.99,2016-11-17,ePUB,Odessa Sea Dirk Pitt #24
9780857208958,Jeff Guinn,eBook,,512,$13.99,2013-08-06,ePUB,Manson 
9780749929695,Nora Roberts,Paperback,$20.40,576,$22.99,2009-06-01,Paperback,Northern Lights 
9780141976105,"Richard H. Thaler,Cass R Sunstein",eBook,,320,$16.99,2012-10-04,ePUB,Nudge The Final Edition
9780748115402,Robert Jordan,eBook,,784,$12.99,2010-04-20,ePUB,A Crown Of Swords Wheel of Time: Book 7
9780141901251,"Alexandre Dumas,Robin Buss",eBook,,1312,$10.99,2003-03-27,ePUB,The Count of Monte Cristo 
9780748116577,Jim Butcher,eBook,,512,$12.99,2010-03-04,ePUB,"Dead Beat The Dresden Files, Book Seven"
9780748108596,Kelley Armstrong,eBook,,464,$11.99,2008-09-04,ePUB,Bitten Book 1 in the Women of the Otherworld Series
9780141902142,Gervase Phinn,eBook,,400,$14.99,2008-06-26,ePUB,The Heart of the Dales 
9780753552049,David Enrich,eBook,,496,$18.99,2017-03-23,ePUB,The Spider Network The Wild Story of a Maths Genius and One of the Greatest Scams in Financial History
9780385374675,"Michael J Doolittle,Susan E. Goodman",eBook,$7.99,,$8.79,2013-07-31,Format,Monster Trucks! 
9781529003239,David Baldacci,Paperback,$16.75,704,$17.99,2019-07-09,Paperback,The Simple Truth 
9780984358113,MJ DeMarco,eBook,,336,$7.99,2012-03-18,ePUB,The Millionaire Fastlane Crack the Code to Wealth and Live Rich for a Lifetime
9780761160854,"Arielle Eckstut,David Henry Sterry",Paperback,,544,$32.59,2010-11-04,Paperback,"The Essential Guide to Getting Your Book Published How to Write It, Sell It, and Market It . . . Successfully"
9780007287154,Cathy Glass,eBook,,320,$12.99,2009-01-19,ePUB,"Cut The true story of an abandoned, abused little girl who was desperate to be part of a family"
9781409021308,Roddy Doyle,eBook,,288,$15.99,2010-02-23,ePUB,Paddy Clarke Ha Ha Ha A BBC BETWEEN THE COVERS BOOKER PRIZE GEM
9780785170624,"Greg Pak,Carlo Pagulayan,Aaron Lopresti",eBook,$29.99,,$36.66,2014-07-30,Format,Hulk Planet Hulk
9780753548035,Gizzi Erskine,eBook,,208,$14.99,2012-01-05,ePUB,My Kitchen Table 100 Foolproof Suppers
9781405520607,Alexander McCall Smith,eBook,,256,$11.99,2014-09-18,ePUB,The Handsome Man's De Luxe Cafe No. 1 Ladies Detective Agency: Book 15
9780241303566,Dr Rangan Chatterjee,eBook,,272,$19.99,2017-12-28,ePUB,"The 4 Pillar Plan How to Relax, Eat, Move and Sleep Your Way to a Longer, Healthier Life"
9780575087873,Joe Abercrombie,eBook,,544,$12.99,2009-06-18,ePUB,Last Argument Of Kings Book Three
9780755350735,Martina Cole,eBook,,672,$11.99,2008-09-04,ePUB,The Jump A compelling thriller of crime and corruption
9780547740133,Oliver Pötzsch,eBook,$19.99,448,$24.19,2023-11-21,ePUB,The Ludwig Conspiracy A Novel
9780141976266,John le Carré,eBook,,480,$15.99,2013-11-07,ePUB,The Night Manager 
9781405941082,"Clive Cussler,Robin Burcell",eBook,,400,$14.99,2019-05-30,ePUB,The Oracle Fargo #11
9781405932585,Claire Douglas,eBook,,400,$15.99,2019-06-27,ePUB,Then She Vanishes The gripping psychological thriller from the author of THE COUPLE AT NO 9
9780755357215,Simon Scarrow,eBook,,340,$12.99,2011-11-10,ePUB,Praetorian (Eagles of the Empire 11) Cato & Macro: Book 11
9780141907048,Michelle Magorian,eBook,,384,$9.99,2000-01-01,ePUB,Back Home 
9781465458551,DK,Paperback,,352,$35.95,2017-02-21,Paperback,The Philosophy Book Big Ideas Simply Explained
9780241981849,Marlon James,eBook,,640,$15.99,2019-02-05,ePUB,"Black Leopard, Red Wolf Dark Star Trilogy Book 1"
9780141978512,Dr John Barton,eBook,,640,$18.99,2019-04-04,ePUB,A History of the Bible The Book and Its Faiths
9780316444996,"Kugane Maruyama,so-bin",eBook,$20.99,,$22.00,2019-05-21,Format,"Overlord, Vol. 10 (light novel) The Ruler of Conspiracy"
9780356510644,Melissa Caruso,Paperback,$21.75,560,$24.99,2019-04-23,Paperback,The Unbound Empire 
9781407048017,Malorie Blackman,eBook,,416,$9.99,2008-12-26,ePUB,Knife Edge Book 2
9780241968598,"Gabriel Garcia Marquez,Gregory Rabassa",eBook,,432,$15.99,2014-03-06,ePUB,One Hundred Years of Solitude 
9781405530743,Nelson Mandela,eBook,,784,$12.99,2013-04-25,ePUB,Long Walk To Freedom 'Essential reading' Barack Obama
9780307487308,James D. Hornfischer,eBook,$13.99,,$17.14,2008-11-12,Format,The Last Stand of the Tin Can Sailors The Extraordinary World War II Story of the U.S. Navy's Finest Hour
9781250229847,Martha Wells,eBook,$15.99,,$19.50,2020-05-05,Format,Network Effect A Murderbot Novel
9780141966694,Ally Condie,eBook,,384,$9.99,2010-12-02,ePUB,Matched 
9780743246392,F. Scott Fitzgerald,eBook,,165,$11.99,2003-05-27,ePUB,The Great Gatsby The Only Authorized Edition
9781250313171,Tamsyn Muir,eBook,$14.99,,$18.47,2019-09-10,Format,Gideon the Ninth 
9780297861027,Belle de Jour,eBook,,304,$12.99,2010-03-25,ePUB,The Intimate Adventures Of A London Call Girl 
9781509898831,Peter James,Paperback,$20.40,544,$22.99,2019-04-23,Paperback,Looking Good Dead Roy Grace Book 2
9780307755926,Rex Stout,eBook,$7.99,,$8.55,2010-07-21,Format,Fer-de-Lance 
9780241984543,Dr. Megan Rossi,eBook,,272,$19.99,2019-09-19,ePUB,Eat Yourself Healthy An easy-to-digest guide to health and happiness from the inside out. The Sunday Times Bestseller
9780141904252,"Albert Camus,Sandra Smith",eBook,,128,$15.99,2013-10-31,ePUB,The Outsider 
9781119387565,Marty Cagan,eBook,,368,$34.99,2017-11-21,ePUB,INSPIRED How to Create Tech Products Customers Love
9780141909455,Dan Mills,eBook,,384,$14.99,2008-05-15,ePUB,Sniper One 'The Best I've Ever Read' - Andy McNab
9780748117222,"Robert Jordan,Brandon Sanderson",eBook,,768,$11.99,2013-04-09,ePUB,A Memory of Light Wheel of Time: Book 14
9780748116607,Jim Butcher,eBook,,416,$12.99,2011-07-28,ePUB,"Ghost Story The Dresden Files, Book Thirteen"
9781405922296,Mark Greaney,eBook,,496,$15.99,2016-12-01,ePUB,Tom Clancy's True Faith and Allegiance Inspiration for the Thrilling Amazon Prime Series Jack Ryan
9780575085909,Scott Lynch,eBook,,640,$12.99,2009-03-12,ePUB,Red Seas Under Red Skies : Gentleman Bastard Gentleman Bastard Sequence : Book Two
9780141339214,Rick Riordan,eBook,,560,$9.99,2013-10-08,ePUB,The House of Hades (Heroes of Olympus Book 4) 
9781407019666,Arthur Golden,eBook,,512,$15.99,2008-12-02,ePUB,Memoirs of a Geisha The Literary Sensation and Runaway Bestseller
9780141903491,Malcolm Gladwell,eBook,,320,$15.99,2008-11-18,ePUB,Outliers The Story of Success
9780544188365,Rose Levy Beranbaum,eBook,,,$42.99,2014-10-28,Format,The Baking Bible 
9781407034478,Terry Pratchett,eBook,,288,$15.99,2009-11-24,ePUB,Equal Rites (Discworld Novel 3)
9780393652253,Mike Isaac,eBook,$22.99,,$27.80,2019-09-03,Format,Super Pumped The Battle for Uber
9780141375663,Karen M. McManus,eBook,,336,$12.99,2019-01-10,ePUB,Two Can Keep a Secret TikTok made me buy it
9780241981238,John le Carré,eBook,,320,$15.99,2017-09-07,ePUB,A Legacy of Spies George Smiley: Book 9
9780755353385,Jill Mansell,eBook,,300,$12.99,2009-05-03,ePUB,Rumour Has It A feel-good romance novel filled with wit and warmth
9780061755668,"Joe Navarro,Marvin Karlins",eBook,,272,$11.99,2009-10-13,ePUB,What Every BODY is Saying An Ex-FBI Agent's Guide to Speed-Reading People
9781407052472,Edmund De Waal,eBook,,368,$18.99,2010-06-03,ePUB,The Hare With Amber Eyes: A Hidden Inheritance A Hidden Inheritance
9780141919133,Rick Riordan,eBook,,304,$12.99,2008-05-01,ePUB,Percy Jackson and the Titan's Curse 
9781405916462,Sylvia Day,eBook,,368,$15.99,2016-04-05,ePUB,One with You 
9780241330258,Salley Vickers,eBook,,400,$15.99,2018-04-26,ePUB,The Librarian The Top 10 Sunday Times Bestseller
9780141956916,Peter H. Wilson,eBook,,600,$18.99,2016-01-28,ePUB,The Holy Roman Empire A Thousand Years of Europe's History
9780141931845,Charlie Higson,eBook,,432,$9.99,2009-09-03,ePUB,The Enemy 
9781101137192,Ayn Rand,eBook,,1192,$6.99,2005-04-21,ePUB,Atlas Shrugged (Centennial Edition)
9781405939508,Tim Weaver,eBook,,400,$15.99,2019-05-16,ePUB,No One Home The must-read Richard & Judy thriller pick and Sunday Times bestseller
9780600630401,"Louise Blair,Norma McGough",eBook,,128,$10.99,2014-09-22,ePUB,Quick Cooking for Diabetes 70 recipes in 30 minutes or less
9780141344348,Ally Condie,eBook,,528,$9.99,2012-11-30,ePUB,Reached 
9780755350896,Simon Scarrow,eBook,,544,$12.99,2008-09-04,ePUB,Centurion (Eagles of the Empire 8) Cato & Macro: Book 8
9780857201171,Catharine Arnold,eBook,,352,$13.99,2012-07-05,ePUB,Underworld London Crime and Punishment in the Capital City
9780755350872,Simon Scarrow,eBook,,448,$12.99,2008-09-04,ePUB,The Eagle's Prophecy (Eagles of the Empire 6) Cato & Macro: Book 6
9781401940591,David Michie,eBook,,217,$1.99,2012-10-01,ePUB,The Dalai Lama's Cat 
9781448106899,Mario Puzo,eBook,,608,$15.99,2012-11-30,ePUB,The Godfather The classic bestseller that inspired the legendary film
9780141903019,Tommy Steele,eBook,,320,$14.99,2007-04-05,ePUB,Bermondsey Boy Memories of a Forgotten World
9780141981796,Max Tegmark,eBook,,400,$15.99,2017-08-29,ePUB,Life 3.0 Being Human in the Age of Artificial Intelligence
9780307432865,"Yevgeny Zamyatin,Natasha Randall",eBook,$19.99,,$23.99,2007-12-18,Format,We 
9781401953522,Cait Flanders,eBook,,,$2.99,2018-01-16,Format,"The Year of Less How I Stopped Shopping, Gave Away My Belongings, and Discovered Life is Worth More Than Anything You Can Buy in a Store"
9780768499544,Tommy Tenney,eBook,$15.99,,$19.06,2012-03-18,Format,The God Chasers Expanded Ed. 
9780141962511,Jussi Adler-Olsen,eBook,,512,$15.99,2011-05-12,ePUB,Mercy 
9780141928005,John Mortimer,eBook,,560,$16.99,2000-01-01,ePUB,The First Rumpole Omnibus 
9781405523707,Carole Matthews,eBook,,464,$12.99,2013-01-01,ePUB,"The Difference a Day Makes The moving, uplifting novel from the Sunday Times bestseller"
9780297859406,Gillian Flynn,eBook,,320,$11.99,2012-05-24,ePUB,Gone Girl 
9780141339429,Marie Lu,eBook,,368,$4.99,2012-02-02,ePUB,Legend 
9781101157459,Ellen Raskin,eBook,$10.99,192,$13.19,2004-04-12,ePUB,The Westing Game (Puffin Modern Classics) 
9780575091504,Joe Abercrombie,eBook,,544,$12.99,2009-06-18,ePUB,The Blade Itself Book One
9781405913652,Pittacus Lore,eBook,,384,$15.99,2015-09-10,ePUB,The Fate of Ten Lorien Legacies Book 6
9780600623007,Sara Lewis,eBook,,240,$6.99,2007-09-07,ePUB,Hamlyn All Colour Cookery: 200 Super Soups Hamlyn All Colour Cookbook
9780755351855,Jill Mansell,eBook,,512,$12.99,2010-10-06,ePUB,Sheer Mischief 
9781370201914,Alexia Purdy,eBook,,,$0.00,2018-03-26,Format,The Unbreakable Curse (Accursed Archangels #1) 
9780241322345,John le Carré,eBook,,592,$15.99,2018-09-27,ePUB,The Constant Gardener 
9780375980985,"Brianna Caplan Sayres,Christian Slade",eBook,$10.99,,$11.99,2012-05-22,Format,Where Do Diggers Sleep at Night? 
9780141924045,Neal Stephenson,eBook,,448,$15.99,2000-01-01,ePUB,Snow Crash 
9781101476772,Faith Hunter,eBook,$10.99,,$13.19,2011-01-04,Format,Mercy Blade A Jane Yellowrock Novel
9780761176855,Julie Winterbottom,eBook,,250,$19.99,2013-04-23,ePUB,"Pranklopedia The Funniest, Grossest, Craziest, Not-Mean Pranks on the Planet!"
9780748130191,Margaret Atwood,eBook,,496,$11.99,2014-08-07,ePUB,MaddAddam 
9780141983035,Michael Lewis,eBook,,320,$15.99,2016-12-06,ePUB,The Undoing Project A Friendship that Changed the World
9780141938363,Eric Berne,eBook,,176,$14.99,2000-01-01,ePUB,Games People Play The Psychology of Human Relationships
9780743423083,Clive Cussler,eBook,,400,$12.99,2000-08-01,ePUB,Blue Gold A novel from the NUMA Files
9780571247905,Giles Tremlett,eBook,$14.99,496,$16.49,2011-07-15,ePUB,Ghosts of Spain: Travels Through a Country's Hidden Past Travels Through a Country's Hidden Past
9780241966846,Zlatan Ibrahimovic,eBook,,352,$14.99,2013-06-27,ePUB,I Am Zlatan Ibrahimovic 
9780648257714,Daniel Donnelly,eBook,,312,$4.99,2018-07-02,ePUB,Bye Baby 
9781101203347,Tanya Zuckerbrot,eBook,$11.99,288,$13.70,2007-12-04,ePUB,The F-Factor Diet Discover the Secret to Permanent Weight Loss
9780141904986,H. E. Bates,eBook,,256,$15.99,2005-04-07,ePUB,Fair Stood the Wind for France 
9780748109326,Patricia Cornwell,eBook,,384,$4.99,2008-09-04,ePUB,Cause Of Death 
9780241373361,"Philip Pullman,Christopher Wormell",eBook,,784,$14.99,2019-10-03,ePUB,The Secret Commonwealth: The Book of Dust Volume Two From the world of Philip Pullman's His Dark Materials - now a major BBC series
9781405930987,C. J. Tudor,eBook,,352,$15.99,2019-02-21,ePUB,The Taking of Annie Thorne 'Britain's female Stephen King' Daily Mail
9781311614704,Talal Itani,eBook,,,$0.00,2015-05-17,Format,"Quran English Translation. Clear, Easy to Read, in Modern English. "
9780857200136,Chris Carter,eBook,,480,$4.99,2010-07-08,ePUB,"The Executioner A brilliant serial killer thriller, featuring the unstoppable Robert Hunter"
9780755375646,Martina Cole,eBook,,512,$11.99,2013-10-24,ePUB,Revenge A pacy crime thriller of violence and vengeance
9781405939775,"Søren Sveistrup,Caroline Waight",eBook,,400,$15.99,2019-01-10,ePUB,The Chestnut Man The chilling and suspenseful thriller now a Top 10 Netflix series
9780241968024,Deborah Levy,eBook,,208,$15.99,2016-03-24,ePUB,Hot Milk 
9780241187173,Ian Kershaw,eBook,,704,$18.99,2018-08-30,ePUB,"Roller-Coaster Europe, 1950-2017"
9781407058115,James Patterson,eBook,,496,$15.99,2010-08-05,ePUB,Don't Blink 
9780141398174,"Pu Songling,John Minford",eBook,,80,$1.99,2015-02-26,ePUB,Wailing Ghosts 
9780356511115,Benedict Jacka,eBook,,384,$11.99,2019-10-10,ePUB,Fallen An Alex Verus Novel from the New Master of Magical London
9780141918921,Daniel Kahneman,eBook,,512,$18.99,2011-11-03,ePUB,"Thinking, Fast and Slow "
9780748112517,Stephenie Meyer,eBook,,464,$11.99,2009-02-26,ePUB,Twilight Twilight Saga: Book 1
9780349121321,Simon Mawer,Paperback,$20.40,416,$22.99,2010-08-01,Paperback,The Glass Room 
9781401919269,"Esther Hicks,Jerry Hicks",eBook,$14.99,194,$18.34,2006-10-01,ePUB,The Law of Attraction The Basics of the Teachings of Abraham
9780141929453,"Roald Dahl,Quentin Blake",eBook,,256,$9.99,2003-03-06,ePUB,Matilda 
9781405941624,"Jørn Lier Horst,Anne Bruce",eBook,,400,$15.99,2019-08-08,ePUB,The Cabin 
9781370124954,Ian C.P. Irvine,eBook,,,$0.00,2017-12-29,Format,Say You're Sorry A Gripping Crime Thriller - Book One
9780141915036,"Robert DeMott,John Steinbeck",eBook,,544,$15.99,2001-04-26,ePUB,The Grapes of Wrath 
9781250121301,Linda Castillo,eBook,$11.99,,$14.95,2017-07-11,Format,Down a Dark Road A Kate Burkholder Novel
9780241205648,Andrew Roberts,eBook,,1152,$18.99,2018-10-04,ePUB,Churchill Walking with Destiny
9780007321575,Cathy Glass,eBook,,320,$12.99,2009-03-20,ePUB,The Saddest Girl in the World 
9780141986296,Emma Dabiri,eBook,,240,$15.99,2019-05-02,ePUB,Don't Touch My Hair 
9780571248209,Sylvia Plath,eBook,$14.99,240,$16.49,2008-11-20,ePUB,The Bell Jar 
9781405913171,James Oswald,eBook,,400,$15.99,2012-11-22,ePUB,The Book of Souls Inspector McLean 2
9780748123797,M. R. Carey,eBook,,416,$11.99,2014-01-14,ePUB,The Girl With All The Gifts The most original thriller you will read this year
9781101220733,Lundy Bancroft,eBook,$20.99,432,$25.70,2003-09-02,ePUB,Why Does He Do That? Inside the Minds of Angry and Controlling Men
9781841494197,Iain M. Banks,Paperback,$20.35,656,$22.99,2009-02-01,Paperback,Matter Culture: Book 8
9780141975009,Owen Jones,eBook,,288,$15.99,2014-09-04,ePUB,The Establishment And how they get away with it
9780718198275,Marian Keyes,eBook,,528,$15.99,2012-09-13,ePUB,"The Mystery of Mercy Close From the author of the 2023 Sunday Times bestseller Again, Rachel"
9781407035437,Terry Pratchett,eBook,,464,$15.99,2009-12-01,ePUB,Thud! Discworld Novel : Book 34
9780141970745,Mark Miodownik,eBook,,352,$15.99,2013-06-06,ePUB,Stuff Matters The Strange Stories of the Marvellous Materials that Shape Our Man-made World
9781310718595,Elizabeth Ashley,eBook,,,$0.00,2015-05-18,Format,The Complete Guide To Clinical Aromatherapy and the Essential Oils of The Physical Body 
9780141971742,Marissa Meyer,eBook,,400,$12.99,2012-01-05,ePUB,Cinder Lunar Chronicles: Book 1
9780141938653,H. E. Bates,eBook,,128,$15.99,2006-11-30,ePUB,Oh! to be in England Inspiration for the ITV drama The Larkins starring Bradley Walsh
9780748111886,Jim Butcher,eBook,,512,$11.99,2009-07-02,ePUB,Cursor's Fury The Codex Alera: Book Three
9781407016597,Toni Morrison,eBook,,176,$15.99,2010-01-26,ePUB,A Mercy 
9780761189633,Chris Crowley,eBook,,176,$19.99,2015-12-15,ePUB,"Younger Next Year: The Exercise Program Use the Power of Exercise to Reverse Aging and Stay Strong, Fit, and Sexy"
9781405932264,Jamie Oliver,eBook,,288,$21.99,2019-08-22,ePUB,Veg Easy & Delicious Meals for Everyone as seen on Channel 4's Meat-Free Meals
9780241983218,Pat Barker,eBook,,368,$15.99,2018-08-30,ePUB,The Silence of the Girls From the Booker prize-winning author of Regeneration
9780575097438,Brandon Sanderson,eBook,,1088,$15.99,2014-03-06,ePUB,Words of Radiance Stormlight Archive : Book 2
9780748120024,Mark Urban,eBook,,352,$12.99,2010-02-18,ePUB,Task Force Black The explosive true story of the SAS and the secret war in Iraq
9780755387168,"James Patterson,Andrew Gross",eBook,,330,$12.99,2011-04-28,ePUB,Judge and Jury 
9780486113739,Sir Arthur Conan Doyle,eBook,,176,$1.45,2012-08-22,ePUB,The Lost World 
9780748116102,Jim Butcher,eBook,,416,$12.99,2010-03-04,ePUB,"Death Masks The Dresden Files, Book Five"
9780356504209,James S. A. Corey,eBook,,112,$2.99,2017-07-18,ePUB,Strange Dogs An Expanse Novella
9780575097933,Philip K Dick,eBook,,208,$9.99,2010-04-01,ePUB,Do Androids Dream Of Electric Sheep? The inspiration behind Blade Runner and Blade Runner 2049
9780544812154,Clarion Books,eBook,,,$0.00,2015-10-06,Format,Spring 2016 Young Adult Debut Novels 
9781405527231,Sandi Toksvig,eBook,,320,$12.99,2013-01-24,ePUB,The Chain Of Curiosity 
9780141924991,Lesley Pearse,eBook,,512,$15.99,2006-07-27,ePUB,Till We Meet Again The unputdownable novel from the Sunday Times bestselling author of Liar
9781302369941,"Jason Aaron,Simone Bianchi",eBook,$10.99,,$13.19,2014-06-04,Format,Thanos Rising 
9780141924595,William Boyd,eBook,,384,$15.99,2013-12-19,ePUB,An Ice-cream War 
9780297608905,"Roy Keane,Roddy Doyle",eBook,,288,$12.99,2014-10-09,ePUB,The Second Half 
9780755388363,Lisa Gardner,eBook,,384,$11.99,2014-01-07,ePUB,Fear Nothing (Detective D.D. Warren 7) A heart-stopping thriller from the Sunday Times bestselling author
9780241957103,Elif Shafak,eBook,,368,$15.99,2011-06-02,ePUB,The Forty Rules of Love 
9780141915128,P. J. Tracy,eBook,,496,$15.99,2004-05-06,ePUB,Want to Play? Twin Cities Book 1
9781841495965,Trudi Canavan,Paperback,$20.40,544,$22.99,2013-07-30,Paperback,The Traitor Queen Traitor Spy Series : Book 3
9780786954063,R.A. Salvatore,eBook,$12.99,384,$16.12,2009-06-23,ePUB,"The Halfling's Gem The Legend of Drizzt, Book VI"
9781301529049,Nora Sakavic,eBook,,,$0.00,2015-05-10,Format,The Foxhole Court 
9780755350865,Simon Scarrow,eBook,,448,$12.99,2008-09-04,ePUB,The Eagle's Prey (Eagles of the Empire 5) Cato & Macro: Book 5
9780141962535,"Jussi Adler-Olsen,Martin Aitken",eBook,,640,$15.99,2013-07-18,ePUB,Redemption 
9780141363981,Rick Riordan,eBook,,528,$14.99,2017-05-02,ePUB,The Dark Prophecy (The Trials of Apollo Book 2) 
9780241958902,Chloe M. Palov,eBook,,528,$15.99,2012-11-20,ePUB,The Templar's Secret 
9780755377619,Penny Vincenzi,eBook,,528,$11.99,2014-06-19,ePUB,A Perfect Heritage 
9780793842902,Dr. Sophia Yin,eBook,$16.99,,$20.53,2010-07-01,Format,How to Behave So Your Dog Behaves Revised and Updated 2nd Edition 
9780748111732,Jim Butcher,eBook,,608,$11.99,2009-06-04,ePUB,Academ's Fury The Codex Alera: Book Two
9781405525404,Jenny Eclair,eBook,,320,$12.99,2012-12-06,ePUB,Having A Lovely Time An addictively funny novel from the Sunday Times bestselling author
9780718197902,Nassim Nicholas Taleb,eBook,,544,$16.99,2012-11-27,ePUB,Antifragile Things that Gain from Disorder
9780141959443,Felix Francis,eBook,,432,$15.99,2011-09-01,ePUB,Gamble 
9781643750163,Jaquira Díaz,eBook,,,$23.99,2019-10-29,Format,Ordinary Girls A Memoir
9781405932547,Chris Mooney,eBook,,400,$15.99,2018-11-15,ePUB,The Snow Girls The gripping thriller that will give you chills this winter
9781405913867,Suzanne Lambert,eBook,,304,$14.99,2013-11-07,ePUB,Christmas at the Ragdoll Orphanage 
9780999048139,Kat Ross,eBook,,,$4.39,2021-08-01,Format,Solis 
9780241969014,Claire Fuller,eBook,,368,$15.99,2015-02-26,ePUB,Our Endless Numbered Days 
9780486113845,William Shakespeare,eBook,,96,$1.45,2012-03-22,ePUB,The Tempest 
9781405934893,"Ragnar Jónasson,Victoria Cribb",eBook,,320,$15.99,2020-04-30,ePUB,"The Mist Hidden Iceland Series, Book Three"
9781101990018,Karen Chance,eBook,$10.99,,$11.72,2019-07-30,Format,Brave the Tempest 
9780749012106,Anna Jacobs,eBook,$12.99,320,$14.38,2012-07-30,ePUB,Yew Tree Gardens From the multi-million copy bestselling author
9780748120505,Mark Billingham,eBook,,416,$12.99,2013-05-23,ePUB,The Dying Hours 
